1	0	0	3134319	3134319	84717	0.390209329
1	3134319	3134319	3261451	127132	84717	0.386304107
1	3261451	3261451	3381008	119557	84717	0.387268104
1	3381008	3381008	3471863	90855	84718	0.37885225
1	3471863	3471863	3570125	98262	84717	0.389546421
1	3570125	3570125	3666451	96326	84717	0.382530339
1	3666451	3666451	3775946	109495	84717	0.391795134
1	3775946	3775946	3895056	119110	84718	0.384422933
1	3895056	3895056	4001018	105962	84717	0.388805526
1	4001018	4001018	4113426	112408	84717	0.388607674
1	4113426	4113426	4226839	113413	84717	0.385825383
1	4226839	4226839	4342504	115665	84718	0.381088652
1	4342504	4342504	4450759	108255	84717	0.391119199
1	4450759	4450759	4544583	93824	84717	0.419792166
1	4544583	4544583	4653029	108446	84717	0.419126394
1	4653029	4653029	4759983	106954	84718	0.408667196
1	4759983	4759983	4859911	99928	84717	0.414894575
1	4859911	4859911	4965140	105229	84717	0.400617695
1	4965140	4965140	5085609	120469	84717	0.412841371
1	5085609	5085609	5184937	99328	84718	0.398332813
1	5184937	5184937	5302131	117194	84717	0.407918427
1	5302131	5302131	5415179	113048	84717	0.39040593
1	5415179	5415179	5544709	129530	84717	0.388215948
1	5544709	5544709	5660803	116094	84718	0.393178001
1	5660803	5660803	5778557	117754	84717	0.378760987
1	5778557	5778557	5901207	122650	84717	0.38699236
1	5901207	5901207	6014107	112900	84717	0.393335754
1	6014107	6014107	6126507	112400	84718	0.391713597
1	6126507	6126507	6241573	115066	84717	0.40784934
1	6241573	6241573	6352777	111204	84717	0.385387348
1	6352777	6352777	6463674	110897	84717	0.414696388
1	6463674	6463674	6583895	120221	84718	0.393081133
1	6583895	6583895	6704472	120577	84717	0.39157226
1	6704472	6704472	6793469	88997	84717	0.374716286
1	6793469	6793469	6887626	94157	84717	0.396365683
1	6887626	6887626	6998387	110761	84718	0.398385728
1	6998387	6998387	7110641	112254	84717	0.40697519
1	7110641	7110641	7219936	109295	84717	0.398367735
1	7219936	7219936	7361048	141112	84717	0.404370965
1	7361048	7361048	7475685	114637	84718	0.382159493
1	7475685	7475685	7592849	117164	84717	0.382213118
1	7592849	7592849	7713599	120750	84717	0.393669618
1	7713599	7713599	7828891	115292	84717	0.385643534
1	7828891	7828891	7962416	133525	84718	0.381528691
1	7962416	7962416	8080976	118560	84717	0.386029133
1	8080976	8080976	8198932	117956	84717	0.390116737
1	8198932	8198932	8328104	129172	84717	0.38740294
1	8328104	8328104	8446770	118666	84718	0.370709633
1	8446770	8446770	8556775	110005	84717	0.371207025
1	8556775	8556775	8675780	119005	84717	0.377249887
1	8675780	8675780	8813165	137385	84717	0.385570582
1	8813165	8813165	8929829	116664	84718	0.382471178
1	8929829	8929829	9039089	109260	84717	0.377518053
1	9039089	9039089	9167897	128808	84717	0.381541662
1	9167897	9167897	9287587	119690	84717	0.38733071
1	9287587	9287587	9397636	110049	84718	0.392367106
1	9397636	9397636	9519187	121551	84717	0.39269613
1	9519187	9519187	9621294	102107	84717	0.427762761
1	9621294	9621294	9711141	89847	84717	0.40053201
1	9711141	9711141	9810961	99820	84718	0.409903728
1	9810961	9810961	9904036	93075	84717	0.414048734
1	9904036	9904036	9998524	94488	84717	0.413508451
1	9998524	9998524	10087486	88962	84717	0.399862864
1	10087486	10087486	10182660	95174	84718	0.40083005
1	10182660	10182660	10276306	93646	84717	0.395047359
1	10276306	10276306	10391123	114817	84717	0.405668101
1	10391123	10391123	10508493	117370	84717	0.397679154
1	10508493	10508493	10617029	108536	84718	0.396399385
1	10617029	10617029	10718792	101763	84717	0.397675013
1	10718792	10718792	10840876	122084	84717	0.403104394
1	10840876	10840876	10955743	114867	84717	0.399728384
1	10955743	10955743	11069132	113389	84718	0.404727048
1	11069132	11069132	11164373	95241	84717	0.385743685
1	11164373	11164373	11265846	101473	84717	0.388828665
1	11265846	11265846	11358762	92916	84717	0.389734925
